corruption,severity,pair_idx,y_true,pred_corr,correct_corr,wrong_corr,msp_corr,msp_clean,dH,abs_dH,invariant,both_correct,cos,iou,rho,drift_1m_cos,drift_1m_iou,drift_1m_rho
brightness,1,3660,0,0,True,False,0.987294614315033,0.9866616129875183,-0.00412093847990036,0.00412093847990036,True,True,0.9777967929840088,0.7288135886192322,0.9439123272895813,0.02220320701599121,0.2711864113807678,0.0560876727104187
brightness,1,5456,1,1,True,False,0.7783761024475098,0.8671413064002991,0.1891789436340332,0.1891789436340332,True,True,0.9078052639961243,0.39726027846336365,0.8480952978134155,0.09219473600387573,0.6027397215366364,0.15190470218658447
brightness,1,7632,0,0,True,False,0.990440845489502,0.9909761548042297,0.003590419888496399,0.003590419888496399,True,True,0.9750695824623108,0.688524603843689,0.9072349667549133,0.02493041753768921,0.31147539615631104,0.09276503324508667
brightness,1,3548,0,0,True,False,0.9853149652481079,0.9851105213165283,-0.001307949423789978,0.001307949423789978,True,True,0.9693408012390137,0.699999988079071,0.9275319576263428,0.030659198760986328,0.30000001192092896,0.07246804237365723
brightness,1,9833,7,7,True,False,0.9846498370170593,0.9851139783859253,0.002895832061767578,0.002895832061767578,True,True,0.9629911780357361,0.7166666388511658,0.928402841091156,0.037008821964263916,0.28333336114883423,0.071597158908844
brightness,1,8184,6,6,True,False,0.9816612005233765,0.9812131524085999,-0.0027524232864379883,0.0027524232864379883,True,True,0.9690800905227661,0.6721311211585999,0.9399241209030151,0.030919909477233887,0.32786887884140015,0.06007587909698486
brightness,1,7354,0,0,True,False,0.9882978796958923,0.988203227519989,-0.0006430074572563171,0.0006430074572563171,True,True,0.9654328227043152,0.699999988079071,0.9397321939468384,0.034567177295684814,0.30000001192092896,0.06026780605316162
brightness,1,3529,6,6,True,False,0.9747998714447021,0.9747578501701355,-0.00032432377338409424,0.00032432377338409424,True,True,0.9785324931144714,0.6451612710952759,0.9429445266723633,0.021467506885528564,0.3548387289047241,0.05705547332763672
brightness,1,534,6,6,True,False,0.9854553937911987,0.9854809641838074,0.00016714632511138916,0.00016714632511138916,True,True,0.9791248440742493,0.699999988079071,0.9414942264556885,0.020875155925750732,0.30000001192092896,0.05850577354431152
brightness,1,4642,2,2,True,False,0.9909023642539978,0.9906435608863831,-0.0017256960272789001,0.0017256960272789001,True,True,0.9785381555557251,0.6721311211585999,0.9546520113945007,0.021461844444274902,0.32786887884140015,0.04534798860549927
brightness,1,5689,3,3,True,False,0.9827026128768921,0.983166515827179,0.0028678923845291138,0.0028678923845291138,True,True,0.9739960432052612,0.688524603843689,0.919213056564331,0.02600395679473877,0.31147539615631104,0.08078694343566895
brightness,1,3026,5,7,False,True,0.8899986743927002,0.8775838613510132,-0.04233717918395996,0.04233717918395996,True,False,0.9810482263565063,0.7288135886192322,0.9410683512687683,0.018951773643493652,0.2711864113807678,0.05893164873123169
brightness,1,6295,8,8,True,False,0.9897353649139404,0.9899653196334839,0.0015541240572929382,0.0015541240572929382,True,True,0.9760470390319824,0.6612903475761414,0.9499691128730774,0.023952960968017578,0.33870965242385864,0.05003088712692261
brightness,1,5680,2,2,True,False,0.8448103666305542,0.9257990717887878,0.2715291380882263,0.2715291380882263,True,True,0.9665248394012451,0.5223880410194397,0.9143714308738708,0.03347516059875488,0.4776119589805603,0.08562856912612915
brightness,1,5893,9,9,True,False,0.9613174796104431,0.9640821814537048,0.010427787899971008,0.010427787899971008,True,True,0.9684478640556335,0.6721311211585999,0.9204464554786682,0.031552135944366455,0.32786887884140015,0.07955354452133179
brightness,1,644,9,9,True,False,0.9836348295211792,0.9835436344146729,-0.0005734413862228394,0.0005734413862228394,True,True,0.9720997214317322,0.699999988079071,0.9148228764533997,0.027900278568267822,0.30000001192092896,0.08517712354660034
brightness,1,214,8,8,True,False,0.9358802437782288,0.9166960716247559,-0.06682959198951721,0.06682959198951721,True,True,0.957237720489502,0.59375,0.8869007229804993,0.04276227951049805,0.40625,0.11309927701950073
brightness,1,6675,2,2,True,False,0.9894158840179443,0.9897502064704895,0.002230696380138397,0.002230696380138397,True,True,0.9228788614273071,0.5454545617103577,0.8135021924972534,0.07712113857269287,0.45454543828964233,0.18649780750274658
brightness,1,5804,0,0,True,False,0.9897834658622742,0.9898147583007812,0.00020741671323776245,0.00020741671323776245,True,True,0.9713207483291626,0.7166666388511658,0.9110810160636902,0.028679251670837402,0.28333336114883423,0.08891898393630981
brightness,1,3765,0,0,True,False,0.9832803010940552,0.9826420545578003,-0.003890112042427063,0.003890112042427063,True,True,0.8923062086105347,0.34210526943206787,0.8505455851554871,0.10769379138946533,0.6578947305679321,0.14945441484451294
brightness,1,5068,4,5,False,True,0.7035574316978455,0.5384457111358643,-0.11940157413482666,0.11940157413482666,True,False,0.9620426893234253,0.6721311211585999,0.8973292708396912,0.03795731067657471,0.32786887884140015,0.10267072916030884
brightness,1,604,1,1,True,False,0.9824652671813965,0.9827101230621338,0.0015144124627113342,0.0015144124627113342,True,True,0.9721729755401611,0.699999988079071,0.9576898217201233,0.027827024459838867,0.30000001192092896,0.04231017827987671
brightness,1,5184,4,4,True,False,0.9875900745391846,0.9887391328811646,0.007539629936218262,0.007539629936218262,True,True,0.9721459150314331,0.6451612710952759,0.9236299991607666,0.027854084968566895,0.3548387289047241,0.0763700008392334
brightness,1,8402,0,0,True,False,0.9786505699157715,0.9715671539306641,-0.03961701691150665,0.03961701691150665,True,True,0.9832373857498169,0.7758620977401733,0.9395052790641785,0.016762614250183105,0.22413790225982666,0.06049472093582153
brightness,1,7277,4,4,True,False,0.9865613579750061,0.9858652353286743,-0.004491530358791351,0.004491530358791351,True,True,0.9603432416915894,0.5223880410194397,0.9185550808906555,0.039656758308410645,0.4776119589805603,0.08144491910934448
brightness,1,5187,4,4,True,False,0.8827629089355469,0.9283865094184875,0.14753791689872742,0.14753791689872742,True,True,0.953380823135376,0.5,0.8601823449134827,0.04661917686462402,0.5,0.13981765508651733
brightness,1,4722,6,6,True,False,0.9867748022079468,0.9862130880355835,-0.003631897270679474,0.003631897270679474,True,True,0.9641087055206299,0.7586206793785095,0.928583562374115,0.03589129447937012,0.24137932062149048,0.07141643762588501
brightness,1,1021,1,1,True,False,0.9756770730018616,0.9763071537017822,0.0037419945001602173,0.0037419945001602173,True,True,0.9619877338409424,0.699999988079071,0.9150675535202026,0.03801226615905762,0.30000001192092896,0.08493244647979736
brightness,1,7323,3,3,True,False,0.9918915033340454,0.990500271320343,-0.009517557919025421,0.009517557919025421,True,True,0.9608249664306641,0.59375,0.8972989916801453,0.03917503356933594,0.40625,0.10270100831985474
brightness,1,5368,3,3,True,False,0.9795112609863281,0.9798030257225037,0.0017698854207992554,0.0017698854207992554,True,True,0.9753623604774475,0.6190476417541504,0.9245738983154297,0.02463763952255249,0.3809523582458496,0.07542610168457031
brightness,1,9919,4,4,True,False,0.9884659051895142,0.9879977703094482,-0.00290023535490036,0.00290023535490036,True,True,0.9449516534805298,0.5,0.9314121007919312,0.055048346519470215,0.5,0.06858789920806885
brightness,1,9996,3,3,True,False,0.8825898766517639,0.9538629055023193,0.23284399509429932,0.23284399509429932,True,True,0.9645487070083618,0.5454545617103577,0.9196409583091736,0.035451292991638184,0.45454543828964233,0.08035904169082642
brightness,1,355,7,4,False,True,0.9864909648895264,0.9832700490951538,-0.01987616717815399,0.01987616717815399,True,False,0.9715268611907959,0.6721311211585999,0.9267125129699707,0.0284731388092041,0.32786887884140015,0.0732874870300293
brightness,1,1921,2,0,False,True,0.5905506014823914,0.7453154921531677,0.1375548243522644,0.1375548243522644,False,False,0.9770928025245667,0.688524603843689,0.9269224405288696,0.02290719747543335,0.31147539615631104,0.07307755947113037
brightness,1,329,6,6,True,False,0.9891170859336853,0.988629937171936,-0.0032437890768051147,0.0032437890768051147,True,True,0.9628027677536011,0.6349206566810608,0.9309056997299194,0.037197232246398926,0.3650793433189392,0.06909430027008057
brightness,1,2995,4,4,True,False,0.9556979537010193,0.9554945826530457,0.0021385550498962402,0.0021385550498962402,True,True,0.9854328036308289,0.7894737124443054,0.9487935304641724,0.014567196369171143,0.21052628755569458,0.05120646953582764
brightness,1,1184,6,6,True,False,0.9165661931037903,0.9596129059791565,0.18015056848526,0.18015056848526,True,True,0.9780131578445435,0.7758620977401733,0.926038384437561,0.021986842155456543,0.22413790225982666,0.07396161556243896
brightness,1,4223,8,8,True,False,0.981046736240387,0.9819470643997192,0.005441516637802124,0.005441516637802124,True,True,0.9702500104904175,0.7288135886192322,0.9140177965164185,0.02974998950958252,0.2711864113807678,0.08598220348358154
brightness,1,8348,6,6,True,False,0.960616409778595,0.9704194068908691,0.047917768359184265,0.047917768359184265,True,True,0.9755140542984009,0.6190476417541504,0.9209886789321899,0.02448594570159912,0.3809523582458496,0.07901132106781006
brightness,1,7299,6,6,True,False,0.9839476346969604,0.9841582775115967,0.0012922734022140503,0.0012922734022140503,True,True,0.9590787291526794,0.59375,0.9001864790916443,0.04092127084732056,0.40625,0.09981352090835571
brightness,1,2382,9,9,True,False,0.9885931015014648,0.9879822134971619,-0.004043512046337128,0.004043512046337128,True,True,0.9720975160598755,0.699999988079071,0.947799026966095,0.02790248394012451,0.30000001192092896,0.05220097303390503
brightness,1,6728,1,1,True,False,0.9839662909507751,0.9840741157531738,0.0006724223494529724,0.0006724223494529724,True,True,0.9785101413726807,0.7288135886192322,0.9404535293579102,0.021489858627319336,0.2711864113807678,0.059546470642089844
brightness,1,797,4,4,True,False,0.9854471683502197,0.9824116826057434,-0.017733924090862274,0.017733924090862274,True,True,0.9703385233879089,0.5692307949066162,0.910210371017456,0.029661476612091064,0.4307692050933838,0.08978962898254395
brightness,1,928,0,0,True,False,0.981704831123352,0.9790248274803162,-0.01575806736946106,0.01575806736946106,True,True,0.9694373607635498,0.699999988079071,0.9355418682098389,0.030562639236450195,0.30000001192092896,0.06445813179016113
brightness,1,3941,6,2,False,True,0.921866774559021,0.9332417845726013,0.043914794921875,0.043914794921875,True,False,0.9729417562484741,0.6721311211585999,0.9066668748855591,0.02705824375152588,0.32786887884140015,0.09333312511444092
brightness,1,1503,4,4,True,False,0.9794723987579346,0.9702611565589905,-0.04973320662975311,0.04973320662975311,True,True,0.9876836538314819,0.7288135886192322,0.9570438265800476,0.012316346168518066,0.2711864113807678,0.04295617341995239
brightness,1,1641,6,6,True,False,0.9888323545455933,0.9875495433807373,-0.008440688252449036,0.008440688252449036,True,True,0.9760129451751709,0.6190476417541504,0.9056359529495239,0.0239870548248291,0.3809523582458496,0.09436404705047607
brightness,1,5283,4,4,True,False,0.9827258586883545,0.9825769066810608,-0.000932835042476654,0.000932835042476654,True,True,0.9629347324371338,0.6349206566810608,0.9356732368469238,0.03706526756286621,0.3650793433189392,0.06432676315307617
brightness,1,463,4,4,True,False,0.8710373640060425,0.9350178241729736,0.19680985808372498,0.19680985808372498,True,True,0.9737493991851807,0.7288135886192322,0.9131274223327637,0.026250600814819336,0.2711864113807678,0.08687257766723633
brightness,1,791,0,0,True,False,0.9913038015365601,0.9918009638786316,0.003448180854320526,0.003448180854320526,True,True,0.9607527852058411,0.5692307949066162,0.917644739151001,0.039247214794158936,0.4307692050933838,0.08235526084899902
brightness,1,8069,4,4,True,False,0.9795809388160706,0.9816944003105164,0.012145951390266418,0.012145951390266418,True,True,0.9561753869056702,0.5692307949066162,0.9126974940299988,0.043824613094329834,0.4307692050933838,0.08730250597000122
brightness,1,8885,3,3,True,False,0.9853430986404419,0.9847443699836731,-0.003708161413669586,0.003708161413669586,True,True,0.9669945240020752,0.699999988079071,0.9097437858581543,0.033005475997924805,0.30000001192092896,0.0902562141418457
brightness,1,335,9,9,True,False,0.9879823923110962,0.9886228442192078,0.004201799631118774,0.004201799631118774,True,True,0.9581416845321655,0.699999988079071,0.8833768963813782,0.04185831546783447,0.30000001192092896,0.11662310361862183
brightness,1,3248,0,0,True,False,0.9903078675270081,0.9900822043418884,-0.0015232190489768982,0.0015232190489768982,True,True,0.9701653718948364,0.7586206793785095,0.9094030261039734,0.029834628105163574,0.24137932062149048,0.09059697389602661
brightness,1,9666,3,3,True,False,0.9854604601860046,0.9840116500854492,-0.008988358080387115,0.008988358080387115,True,True,0.9687799215316772,0.699999988079071,0.918234646320343,0.031220078468322754,0.30000001192092896,0.08176535367965698
brightness,1,6199,5,5,True,False,0.9879421591758728,0.9876505732536316,-0.0018951818346977234,0.0018951818346977234,True,True,0.970513105392456,0.6451612710952759,0.920878529548645,0.029486894607543945,0.3548387289047241,0.07912147045135498
brightness,1,3090,4,4,True,False,0.985317051410675,0.9858949184417725,0.0037098079919815063,0.0037098079919815063,True,True,0.9609402418136597,0.699999988079071,0.9016395807266235,0.03905975818634033,0.30000001192092896,0.09836041927337646
brightness,1,2000,1,1,True,False,0.9893031120300293,0.9892308115959167,-0.00048323720693588257,0.00048323720693588257,True,True,0.9765185117721558,0.6451612710952759,0.9301964640617371,0.02348148822784424,0.3548387289047241,0.06980353593826294
brightness,1,4149,9,9,True,False,0.9866175055503845,0.9852557182312012,-0.008734062314033508,0.008734062314033508,True,True,0.9626757502555847,0.5692307949066162,0.8879798650741577,0.03732424974441528,0.4307692050933838,0.11202013492584229
brightness,1,7336,5,5,True,False,0.9899126887321472,0.9902190566062927,0.002024516463279724,0.002024516463279724,True,True,0.9793463349342346,0.7894737124443054,0.9404601454734802,0.02065366506576538,0.21052628755569458,0.059539854526519775
brightness,1,9553,7,7,True,False,0.9833899140357971,0.9832736253738403,-0.0007255151867866516,0.0007255151867866516,True,True,0.9589788913726807,0.59375,0.9146150946617126,0.041021108627319336,0.40625,0.08538490533828735
brightness,1,3798,5,5,True,False,0.9783811569213867,0.9783653020858765,-0.00010298192501068115,0.00010298192501068115,True,True,0.9684880375862122,0.59375,0.9146091938018799,0.03151196241378784,0.40625,0.08539080619812012
brightness,1,7843,0,0,True,False,0.9650096893310547,0.9632139205932617,-0.008833050727844238,0.008833050727844238,True,True,0.9616339206695557,0.5692307949066162,0.9153363704681396,0.038366079330444336,0.4307692050933838,0.08466362953186035
brightness,1,3988,1,1,True,False,0.9771708250045776,0.9762331247329712,-0.005515724420547485,0.005515724420547485,True,True,0.9815390110015869,0.6721311211585999,0.9687848091125488,0.018460988998413086,0.32786887884140015,0.031215190887451172
brightness,1,1617,0,0,True,False,0.9880980849266052,0.9875051975250244,-0.003903031349182129,0.003903031349182129,True,True,0.9201720952987671,0.5147058963775635,0.7850331664085388,0.07982790470123291,0.4852941036224365,0.21496683359146118
brightness,1,5530,3,3,True,False,0.723896861076355,0.8628761172294617,0.27238941192626953,0.27238941192626953,True,True,0.9634560942649841,0.5692307949066162,0.8906388878822327,0.03654390573501587,0.4307692050933838,0.10936111211776733
brightness,1,168,5,5,True,False,0.9858389496803284,0.9861693382263184,0.0021248534321784973,0.0021248534321784973,True,True,0.9753741025924683,0.6451612710952759,0.916535496711731,0.02462589740753174,0.3548387289047241,0.08346450328826904
brightness,1,3054,4,4,True,False,0.9911699295043945,0.9908558130264282,-0.002124197781085968,0.002124197781085968,True,True,0.9840692281723022,0.7894737124443054,0.9499158263206482,0.015930771827697754,0.21052628755569458,0.05008417367935181
brightness,1,9232,1,1,True,False,0.9848426580429077,0.9847038984298706,-0.0008605942130088806,0.0008605942130088806,True,True,0.9744134545326233,0.699999988079071,0.9221413135528564,0.02558654546737671,0.30000001192092896,0.07785868644714355
brightness,1,2753,7,7,True,False,0.9652620553970337,0.9617029428482056,-0.018983855843544006,0.018983855843544006,True,True,0.9721563458442688,0.6190476417541504,0.9242292642593384,0.0278436541557312,0.3809523582458496,0.07577073574066162
brightness,1,8453,9,9,True,False,0.9840723872184753,0.9839035272598267,-0.0010641887784004211,0.0010641887784004211,True,True,0.9800533652305603,0.7894737124443054,0.9453453421592712,0.019946634769439697,0.21052628755569458,0.05465465784072876
brightness,1,1843,8,8,True,False,0.9913443326950073,0.9915777444839478,0.0016143545508384705,0.0016143545508384705,True,True,0.9107034802436829,0.3246753215789795,0.887000322341919,0.08929651975631714,0.6753246784210205,0.11299967765808105
brightness,1,3530,6,6,True,False,0.9790279269218445,0.9786773920059204,-0.0020982325077056885,0.0020982325077056885,True,True,0.9722868204116821,0.699999988079071,0.9235619902610779,0.02771317958831787,0.30000001192092896,0.07643800973892212
brightness,1,2482,9,9,True,False,0.9714705348014832,0.9578930735588074,-0.06953383982181549,0.06953383982181549,True,True,0.9741551876068115,0.6190476417541504,0.9293147325515747,0.025844812393188477,0.3809523582458496,0.07068526744842529
brightness,1,140,6,6,True,False,0.9789746999740601,0.9783564209938049,-0.0037009119987487793,0.0037009119987487793,True,True,0.9221799969673157,0.5,0.8302394151687622,0.07782000303268433,0.5,0.1697605848312378
brightness,1,1487,9,9,True,False,0.9829453825950623,0.9811518788337708,-0.01102893054485321,0.01102893054485321,True,True,0.9736735820770264,0.7288135886192322,0.9368342161178589,0.026326417922973633,0.2711864113807678,0.06316578388214111
brightness,1,891,6,6,True,False,0.982935905456543,0.9839560389518738,0.00632292777299881,0.00632292777299881,True,True,0.9795079231262207,0.6721311211585999,0.9527594447135925,0.020492076873779297,0.32786887884140015,0.04724055528640747
brightness,1,3484,4,4,True,False,0.9875990152359009,0.9880840182304382,0.003206484019756317,0.003206484019756317,True,True,0.9628372192382812,0.6451612710952759,0.9385514855384827,0.03716278076171875,0.3548387289047241,0.061448514461517334
brightness,1,8256,8,8,True,False,0.993139922618866,0.9934198260307312,0.001996126025915146,0.001996126025915146,True,True,0.9822856783866882,0.699999988079071,0.9466767907142639,0.017714321613311768,0.30000001192092896,0.053323209285736084
brightness,1,6439,3,4,False,True,0.46305131912231445,0.5477694272994995,0.009162425994873047,0.009162425994873047,False,False,0.9468492269515991,0.5,0.8534645438194275,0.05315077304840088,0.5,0.1465354561805725
brightness,1,8911,4,4,True,False,0.9812256693840027,0.9811847805976868,-0.0002437382936477661,0.0002437382936477661,True,True,0.9636954069137573,0.6451612710952759,0.9154641032218933,0.036304593086242676,0.3548387289047241,0.08453589677810669
brightness,1,3369,5,5,True,False,0.9896610975265503,0.9901078939437866,0.0029415935277938843,0.0029415935277938843,True,True,0.9795365333557129,0.7586206793785095,0.9501746892929077,0.02046346664428711,0.24137932062149048,0.049825310707092285
brightness,1,1535,4,4,True,False,0.9819118976593018,0.9814697504043579,-0.0026815831661224365,0.0026815831661224365,True,True,0.9668300747871399,0.6190476417541504,0.9448907971382141,0.03316992521286011,0.3809523582458496,0.05510920286178589
brightness,1,3932,6,6,True,False,0.9833130240440369,0.9830309152603149,-0.001763664186000824,0.001763664186000824,True,True,0.9471001029014587,0.59375,0.8724369406700134,0.05289989709854126,0.40625,0.12756305932998657
brightness,1,1945,4,4,True,False,0.9661971926689148,0.9659337401390076,-0.0015656501054763794,0.0015656501054763794,True,True,0.9700798988342285,0.59375,0.917069137096405,0.029920101165771484,0.40625,0.08293086290359497
brightness,1,4653,2,2,True,False,0.9919366836547852,0.9917682409286499,-0.0011749118566513062,0.0011749118566513062,True,True,0.9733213186264038,0.7894737124443054,0.9300584197044373,0.02667868137359619,0.21052628755569458,0.06994158029556274
brightness,1,4016,6,6,True,False,0.9488579034805298,0.9215607643127441,-0.11973488330841064,0.11973488330841064,True,True,0.9358106851577759,0.5223880410194397,0.8898175358772278,0.06418931484222412,0.4776119589805603,0.11018246412277222
brightness,1,3346,4,4,True,False,0.8817322850227356,0.8868666887283325,0.008154213428497314,0.008154213428497314,True,True,0.9727972745895386,0.5692307949066162,0.9362158179283142,0.027202725410461426,0.4307692050933838,0.06378418207168579
brightness,1,8222,1,8,False,True,0.8148283958435059,0.726570725440979,-0.16253113746643066,0.16253113746643066,True,False,0.9820330142974854,0.7288135886192322,0.947813093662262,0.01796698570251465,0.2711864113807678,0.05218690633773804
brightness,1,2449,4,4,True,False,0.9163045883178711,0.9537651538848877,0.15788650512695312,0.15788650512695312,True,True,0.9700409173965454,0.6190476417541504,0.8849157094955444,0.02995908260345459,0.3809523582458496,0.11508429050445557
brightness,1,902,6,6,True,False,0.9754881858825684,0.974966287612915,-0.0030530989170074463,0.0030530989170074463,True,True,0.9719496965408325,0.699999988079071,0.9186357855796814,0.02805030345916748,0.30000001192092896,0.0813642144203186
brightness,1,942,7,7,True,False,0.9812084436416626,0.9801090359687805,-0.0066781193017959595,0.0066781193017959595,True,True,0.9597893953323364,0.5454545617103577,0.9305169582366943,0.040210604667663574,0.45454543828964233,0.06948304176330566
brightness,1,7673,5,5,True,False,0.9764260649681091,0.9819104075431824,0.03260684013366699,0.03260684013366699,True,True,0.9783300757408142,0.7586206793785095,0.9405746459960938,0.02166992425918579,0.24137932062149048,0.05942535400390625
brightness,1,6486,8,8,True,False,0.9763977527618408,0.969560444355011,-0.0368199497461319,0.0368199497461319,True,True,0.9740363359451294,0.6190476417541504,0.9453514218330383,0.025963664054870605,0.3809523582458496,0.05464857816696167
brightness,1,556,6,6,True,False,0.982855498790741,0.9827092885971069,-0.0008996650576591492,0.0008996650576591492,True,True,0.9522674083709717,0.47826087474823,0.8941500186920166,0.04773259162902832,0.52173912525177,0.1058499813079834
brightness,1,4153,0,0,True,False,0.9913382530212402,0.991399884223938,0.00042901188135147095,0.00042901188135147095,True,True,0.9847050309181213,0.699999988079071,0.9578198194503784,0.015294969081878662,0.30000001192092896,0.04218018054962158
brightness,1,2573,5,5,True,False,0.8723260164260864,0.860727846622467,-0.029216408729553223,0.029216408729553223,True,True,0.9838351011276245,0.688524603843689,0.9585227370262146,0.01616489887237549,0.31147539615631104,0.0414772629737854
brightness,1,7375,2,2,True,False,0.9795415997505188,0.9743651747703552,-0.028188854455947876,0.028188854455947876,True,True,0.9287986755371094,0.5454545617103577,0.8947754502296448,0.07120132446289062,0.45454543828964233,0.10522454977035522
brightness,1,8130,6,6,True,False,0.9856343865394592,0.9860107898712158,0.002414688467979431,0.002414688467979431,True,True,0.9696715474128723,0.59375,0.8971483111381531,0.030328452587127686,0.40625,0.10285168886184692
brightness,1,3959,5,5,True,False,0.9898461699485779,0.989654541015625,-0.001221001148223877,0.001221001148223877,True,True,0.9697995185852051,0.5692307949066162,0.9315724968910217,0.030200481414794922,0.4307692050933838,0.06842750310897827
brightness,1,5821,8,8,True,False,0.9886981844902039,0.989388108253479,0.004517599940299988,0.004517599940299988,True,True,0.9825761318206787,0.7288135886192322,0.9345716834068298,0.01742386817932129,0.2711864113807678,0.06542831659317017
brightness,1,9190,3,3,True,False,0.9555757641792297,0.9491509795188904,-0.02874666452407837,0.02874666452407837,True,True,0.9737489223480225,0.699999988079071,0.9375535249710083,0.02625107765197754,0.30000001192092896,0.0624464750289917
brightness,1,8031,0,0,True,False,0.988788902759552,0.9882843494415283,-0.0033397898077964783,0.0033397898077964783,True,True,0.9619863629341125,0.6190476417541504,0.9398918747901917,0.03801363706588745,0.3809523582458496,0.06010812520980835
brightness,1,3061,7,7,True,False,0.9882642030715942,0.9875416159629822,-0.0047637298703193665,0.0047637298703193665,True,True,0.9826996326446533,0.7894737124443054,0.944227397441864,0.01730036735534668,0.21052628755569458,0.055772602558135986
brightness,1,1007,8,8,True,False,0.9130162596702576,0.8397673964500427,-0.199256032705307,0.199256032705307,True,True,0.9698941707611084,0.6451612710952759,0.9282684326171875,0.0301058292388916,0.3548387289047241,0.0717315673828125
brightness,1,4240,7,7,True,False,0.9833373427391052,0.9834235906600952,0.0005274713039398193,0.0005274713039398193,True,True,0.9547479152679443,0.59375,0.9108379483222961,0.045252084732055664,0.40625,0.08916205167770386
